WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-09-30 22:35:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,137,0
26,"Health C-20C","2018-09-30 21:55:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,27,0
26,"Health C-20C","2018-09-30 21:00:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,117,0
26,"Health C-20C","2018-09-30 20:05:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,80,0
26,"Health C-20C","2018-09-30 19:45:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,39,0
26,"Health C-20C","2018-09-30 19:40:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,46,0
26,"Health C-20C","2018-09-30 19:22:00","2018-10-01 08:33:33","2018-10-01 08:34:06",STEPS,Scheduled,10,0
26,"Health C-20C","2018-09-30 19:07:00","2018-10-01 08:33:32","2018-10-01 08:34:06",STEPS,Scheduled,71,0
26,"Health C-20C","2018-09-30 18:42:00","2018-09-30 18:52:38","2018-09-30 18:52:47",STEPS,Scheduled,86,0
26,"Health C-20C","2018-09-30 18:37:00","2018-09-30 18:52:38","2018-09-30 18:52:47",STEPS,Scheduled,136,0
26,"Health C-20C","2018-09-30 18:30:00","2018-09-30 18:37:16","2018-09-30 18:37:22",STEPS,Scheduled,162,0
26,"Health C-20C","2018-09-30 18:25:00","2018-09-30 18:37:16","2018-09-30 18:37:22",STEPS,Scheduled,474,0
26,"Health C-20C","2018-09-30 18:20:00","2018-09-30 18:37:16","2018-09-30 18:37:22",STEPS,Scheduled,60,0
26,"Health C-20C","2018-09-30 18:15:00","2018-09-30 18:20:43","2018-09-30 18:20:49",STEPS,Scheduled,586,0
26,"Health C-20C","2018-09-30 18:10:00","2018-09-30 18:20:43","2018-09-30 18:20:49",STEPS,Scheduled,583,0
26,"Health C-20C","2018-09-30 18:05:00","2018-09-30 18:20:43","2018-09-30 18:20:49",STEPS,Scheduled,386,0
26,"Health C-20C","2018-09-30 18:00:00","2018-09-30 18:05:27","2018-09-30 18:05:34",STEPS,Scheduled,343,0
26,"Health C-20C","2018-09-30 17:55:00","2018-09-30 18:05:27","2018-09-30 18:05:34",STEPS,Scheduled,645,0
26,"Health C-20C","2018-09-30 17:50:00","2018-09-30 18:05:27","2018-09-30 18:05:34",STEPS,Scheduled,566,0
26,"Health C-20C","2018-09-30 17:44:00","2018-09-30 17:50:09","2018-09-30 17:50:17",STEPS,Scheduled,397,0
26,"Health C-20C","2018-09-30 17:34:00","2018-09-30 17:50:09","2018-09-30 17:50:17",STEPS,Scheduled,20,0
26,"Health C-20C","2018-09-30 17:19:00","2018-09-30 17:34:53","2018-09-30 17:35:00",STEPS,Scheduled,95,0
26,"Health C-20C","2018-09-30 17:09:00","2018-09-30 17:19:38","2018-09-30 17:19:44",STEPS,Scheduled,30,0
26,"Health C-20C","2018-09-30 16:49:00","2018-09-30 17:04:22","2018-09-30 17:04:29",STEPS,Scheduled,61,0
26,"Health C-20C","2018-09-30 16:23:00","2018-09-30 16:33:46","2018-09-30 16:33:54",STEPS,Scheduled,105,0
26,"Health C-20C","2018-09-30 16:18:00","2018-09-30 16:33:46","2018-09-30 16:33:54",STEPS,Scheduled,191,0
26,"Health C-20C","2018-09-30 15:42:00","2018-09-30 15:47:59","2018-09-30 15:48:05",STEPS,Scheduled,25,0
26,"Health C-20C","2018-09-30 15:37:00","2018-09-30 15:47:58","2018-09-30 15:48:05",STEPS,Scheduled,288,0
26,"Health C-20C","2018-09-30 15:07:00","2018-09-30 15:17:28","2018-09-30 15:17:34",STEPS,Scheduled,22,0
26,"Health C-20C","2018-09-30 15:02:00","2018-09-30 15:17:28","2018-09-30 15:17:34",STEPS,Scheduled,247,0
26,"Health C-20C","2018-09-30 14:56:00","2018-09-30 15:02:11","2018-09-30 15:02:17",STEPS,Scheduled,79,0
26,"Health C-20C","2018-09-30 14:10:00","2018-09-30 14:31:38","2018-09-30 14:31:45",STEPS,Scheduled,37,0
26,"Health C-20C","2018-09-30 14:05:00","2018-09-30 14:31:38","2018-09-30 14:31:45",STEPS,Scheduled,34,0
26,"Health C-20C","2018-09-30 13:55:00","2018-09-30 14:00:46","2018-09-30 14:00:52",STEPS,Scheduled,53,0
26,"Health C-20C","2018-09-30 13:40:00","2018-09-30 13:45:29","2018-09-30 13:45:36",STEPS,Scheduled,113,0
26,"Health C-20C","2018-09-30 13:35:00","2018-09-30 13:45:29","2018-09-30 13:45:36",STEPS,Scheduled,305,0
26,"Health C-20C","2018-09-30 13:30:00","2018-09-30 13:45:29","2018-09-30 13:45:36",STEPS,Scheduled,426,0
26,"Health C-20C","2018-09-30 13:24:00","2018-09-30 13:30:12","2018-09-30 13:30:19",STEPS,Scheduled,271,0
26,"Health C-20C","2018-09-30 13:19:00","2018-09-30 13:30:12","2018-09-30 13:30:19",STEPS,Scheduled,488,0
26,"Health C-20C","2018-09-30 13:14:00","2018-09-30 13:30:12","2018-09-30 13:30:19",STEPS,Scheduled,161,0
26,"Health C-20C","2018-09-30 12:52:00","2018-09-30 12:59:36","2018-09-30 12:59:43",STEPS,Scheduled,278,0
26,"Health C-20C","2018-09-30 12:47:00","2018-09-30 12:59:36","2018-09-30 12:59:43",STEPS,Scheduled,578,0
26,"Health C-20C","2018-09-30 12:42:00","2018-09-30 12:59:36","2018-09-30 12:59:43",STEPS,Scheduled,553,0
