WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-05-31 23:32:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,14,0
26,"Health C-20C","2018-05-31 23:07:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,120,0
26,"Health C-20C","2018-05-31 22:52:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,104,0
26,"Health C-20C","2018-05-31 22:47:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,363,0
26,"Health C-20C","2018-05-31 22:42:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,123,0
26,"Health C-20C","2018-05-31 22:37:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,334,0
26,"Health C-20C","2018-05-31 22:32:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,217,0
26,"Health C-20C","2018-05-31 22:27:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,534,0
26,"Health C-20C","2018-05-31 22:22:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,564,0
26,"Health C-20C","2018-05-31 22:17:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,139,0
26,"Health C-20C","2018-05-31 21:47:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,246,0
26,"Health C-20C","2018-05-31 21:02:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,32,0
26,"Health C-20C","2018-05-31 19:37:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,28,0
26,"Health C-20C","2018-05-31 19:32:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,28,0
26,"Health C-20C","2018-05-31 19:02:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,24,0
26,"Health C-20C","2018-05-31 18:57:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,25,0
26,"Health C-20C","2018-05-31 18:52:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,19,0
26,"Health C-20C","2018-05-31 18:22:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,28,0
26,"Health C-20C","2018-05-31 17:57:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,255,0
26,"Health C-20C","2018-05-31 17:52:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,24,0
26,"Health C-20C","2018-05-31 17:37:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,42,0
26,"Health C-20C","2018-05-31 17:02:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,80,0
26,"Health C-20C","2018-05-31 15:57:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,89,0
26,"Health C-20C","2018-05-31 15:17:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,70,0
26,"Health C-20C","2018-05-31 15:02:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,67,0
26,"Health C-20C","2018-05-31 14:57:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,27,0
26,"Health C-20C","2018-05-31 14:32:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,66,0
26,"Health C-20C","2018-05-31 14:22:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,165,0
26,"Health C-20C","2018-05-31 13:42:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,51,0
26,"Health C-20C","2018-05-31 13:02:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,31,0
26,"Health C-20C","2018-05-31 12:32:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,20,0
26,"Health C-20C","2018-05-31 12:27:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,439,0
26,"Health C-20C","2018-05-31 12:22:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,210,0
26,"Health C-20C","2018-05-31 12:07:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,50,0
26,"Health C-20C","2018-05-31 11:59:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,93,0
26,"Health C-20C","2018-05-31 11:54:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,225,0
26,"Health C-20C","2018-05-31 11:49:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,55,0
26,"Health C-20C","2018-05-31 11:19:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,241,0
26,"Health C-20C","2018-05-31 11:14:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,12,0
26,"Health C-20C","2018-05-31 10:44:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,2,0
26,"Health C-20C","2018-05-31 10:39:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,31,0
26,"Health C-20C","2018-05-31 10:34:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,26,0
26,"Health C-20C","2018-05-31 10:04:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,30,0
26,"Health C-20C","2018-05-31 09:59:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,94,0
26,"Health C-20C","2018-05-31 09:54:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,30,0
26,"Health C-20C","2018-05-31 09:04:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,42,0
26,"Health C-20C","2018-05-31 08:59:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,24,0
26,"Health C-20C","2018-05-31 07:54:00","2018-06-01 07:54:10","2018-06-01 07:54:30",STEPS,Scheduled,131,0
26,"Health C-20C","2018-05-31 07:50:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,316,0
26,"Health C-20C","2018-05-31 07:45:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,310,0
26,"Health C-20C","2018-05-31 07:40:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,592,0
26,"Health C-20C","2018-05-31 07:35:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,492,0
26,"Health C-20C","2018-05-31 07:30:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,172,0
26,"Health C-20C","2018-05-31 07:25:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,242,0
26,"Health C-20C","2018-05-31 07:20:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,370,0
26,"Health C-20C","2018-05-31 07:15:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,330,0
26,"Health C-20C","2018-05-31 07:10:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,194,0
26,"Health C-20C","2018-05-31 07:05:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,291,0
26,"Health C-20C","2018-05-31 07:00:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,48,0
26,"Health C-20C","2018-05-31 06:40:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,14,0
26,"Health C-20C","2018-05-31 06:35:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,21,0
26,"Health C-20C","2018-05-31 06:30:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,94,0
26,"Health C-20C","2018-05-31 01:40:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,29,0
26,"Health C-20C","2018-05-31 01:00:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,38,0
26,"Health C-20C","2018-05-31 00:50:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,35,0
26,"Health C-20C","2018-05-31 00:45:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,47,0
26,"Health C-20C","2018-05-31 00:40:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,30,0
26,"Health C-20C","2018-05-31 00:15:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,93,0
26,"Health C-20C","2018-05-31 00:05:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,32,0
26,"Health C-20C","2018-05-31 00:00:00","2018-05-31 07:54:29","2018-05-31 07:54:48",STEPS,Scheduled,36,0
