WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-11-30 23:56:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:51:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:46:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:41:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:36:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:31:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:26:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:21:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:16:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:11:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:06:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 23:01:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:56:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:51:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:46:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:41:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:36:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:31:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:26:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:21:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:16:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:11:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:06:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 22:01:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:56:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:51:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:46:00","2018-12-01 09:57:19","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:41:00","2018-12-01 09:57:18","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:36:00","2018-12-01 09:57:18","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 21:31:00","2018-12-01 09:57:18","2018-12-01 10:57:15",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:53:00","2018-11-30 12:15:17","2018-11-30 12:15:24",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:48:00","2018-11-30 12:15:17","2018-11-30 12:15:24",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:43:00","2018-11-30 12:15:17","2018-11-30 12:15:24",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:38:00","2018-11-30 12:15:17","2018-11-30 12:15:24",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:33:00","2018-11-30 12:15:17","2018-11-30 12:15:24",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:27:00","2018-11-30 11:33:22","2018-11-30 11:33:28",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:22:00","2018-11-30 11:33:22","2018-11-30 11:33:28",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:17:00","2018-11-30 11:33:22","2018-11-30 11:33:28",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:12:00","2018-11-30 11:33:22","2018-11-30 11:33:28",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:07:00","2018-11-30 11:12:51","2018-11-30 11:12:57",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 11:02:00","2018-11-30 11:12:51","2018-11-30 11:12:57",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:57:00","2018-11-30 11:12:51","2018-11-30 11:12:57",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:52:00","2018-11-30 11:12:51","2018-11-30 11:12:57",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:46:00","2018-11-30 10:52:13","2018-11-30 10:52:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:41:00","2018-11-30 10:52:13","2018-11-30 10:52:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:36:00","2018-11-30 10:52:13","2018-11-30 10:52:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:31:00","2018-11-30 10:52:13","2018-11-30 10:52:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:27:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:22:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:17:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:12:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:07:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 10:02:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:57:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:52:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:47:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:42:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:37:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:32:00","2018-11-30 10:31:46","2018-11-30 10:31:53",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 09:01:00","2018-11-30 09:06:43","2018-11-30 09:06:49",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:56:00","2018-11-30 09:06:43","2018-11-30 09:06:49",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:51:00","2018-11-30 09:06:43","2018-11-30 09:06:49",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:46:00","2018-11-30 09:06:43","2018-11-30 09:06:49",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:45:00","2018-11-30 08:46:02","2018-11-30 08:46:08",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:40:00","2018-11-30 08:46:02","2018-11-30 08:46:08",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:35:00","2018-11-30 08:46:02","2018-11-30 08:46:08",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:30:00","2018-11-30 08:46:02","2018-11-30 08:46:08",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:25:00","2018-11-30 08:46:02","2018-11-30 08:46:08",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:16:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:11:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:06:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 08:01:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:56:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:51:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:46:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:41:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:36:00","2018-11-30 08:25:31","2018-11-30 08:25:38",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:31:00","2018-11-30 07:36:38","2018-11-30 07:36:45",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:26:00","2018-11-30 07:36:38","2018-11-30 07:36:45",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:21:00","2018-11-30 07:36:38","2018-11-30 07:36:45",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:16:00","2018-11-30 07:36:38","2018-11-30 07:36:45",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:15:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:10:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:05:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 07:00:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:53:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:48:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:43:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:38:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:33:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 06:28:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 06:23:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 06:18:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 06:13:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 06:08:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 06:03:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 05:58:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 05:53:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 05:48:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,1,0
26,"Health C-20C","2018-11-30 05:43:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:38:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:33:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:28:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:23:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:18:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:13:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-11-30 05:08:00","2018-11-30 07:16:11","2018-11-30 07:16:18",SLEEP,Scheduled,3,0
