WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-07-31 23:56:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:51:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:46:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:41:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:36:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:31:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:26:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:21:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:16:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:11:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:06:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 23:01:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:56:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:51:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:46:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:41:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:36:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:31:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:26:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:21:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
26,"Health C-20C","2018-07-31 22:16:00","2018-08-01 08:06:24","2018-08-01 08:06:43",SLEEP,Scheduled,3,0
