WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-08-31 23:26:00","2018-08-31 23:35:13","2018-08-31 23:35:23","HEART RATE",Scheduled,102,0
26,"Health C-20C","2018-08-31 23:21:00","2018-08-31 23:35:13","2018-08-31 23:35:23","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-08-31 23:16:00","2018-08-31 23:35:13","2018-08-31 23:35:23","HEART RATE",Scheduled,89,0
26,"Health C-20C","2018-08-31 23:11:00","2018-08-31 23:35:13","2018-08-31 23:35:23","HEART RATE",Scheduled,112,0
26,"Health C-20C","2018-08-31 23:06:00","2018-08-31 23:35:13","2018-08-31 23:35:23","HEART RATE",Scheduled,88,0
26,"Health C-20C","2018-08-31 23:01:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,114,0
26,"Health C-20C","2018-08-31 22:56:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,82,0
26,"Health C-20C","2018-08-31 22:51:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,75,0
26,"Health C-20C","2018-08-31 22:46:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,76,0
26,"Health C-20C","2018-08-31 22:41:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,77,0
26,"Health C-20C","2018-08-31 22:36:00","2018-08-31 23:06:03","2018-08-31 23:06:05","HEART RATE",Scheduled,75,0
26,"Health C-20C","2018-08-31 22:31:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,81,0
26,"Health C-20C","2018-08-31 22:26:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,82,0
26,"Health C-20C","2018-08-31 22:21:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,82,0
26,"Health C-20C","2018-08-31 22:16:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,78,0
26,"Health C-20C","2018-08-31 22:11:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,72,0
26,"Health C-20C","2018-08-31 22:06:00","2018-08-31 22:36:13","2018-08-31 22:36:16","HEART RATE",Scheduled,71,0
26,"Health C-20C","2018-08-31 22:02:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,70,0
26,"Health C-20C","2018-08-31 21:57:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,60,0
26,"Health C-20C","2018-08-31 21:52:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,70,0
26,"Health C-20C","2018-08-31 21:47:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,92,0
26,"Health C-20C","2018-08-31 21:42:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,85,0
26,"Health C-20C","2018-08-31 21:37:00","2018-08-31 22:06:44","2018-08-31 22:06:49","HEART RATE",Scheduled,76,0
26,"Health C-20C","2018-08-31 21:31:00","2018-08-31 21:37:57","2018-08-31 21:38:00","HEART RATE",Scheduled,81,0
26,"Health C-20C","2018-08-31 21:26:00","2018-08-31 21:37:57","2018-08-31 21:38:00","HEART RATE",Scheduled,69,0
26,"Health C-20C","2018-08-31 21:21:00","2018-08-31 21:37:57","2018-08-31 21:38:00","HEART RATE",Scheduled,87,0
26,"Health C-20C","2018-08-31 21:16:00","2018-08-31 21:37:57","2018-08-31 21:38:00","HEART RATE",Scheduled,103,0
26,"Health C-20C","2018-08-31 21:14:00","2018-08-31 21:16:30","2018-08-31 21:16:33","HEART RATE",Scheduled,75,0
26,"Health C-20C","2018-08-31 21:09:00","2018-08-31 21:16:30","2018-08-31 21:16:33","HEART RATE",Scheduled,65,0
