WristbandId,WristbandName,ExaminedAt,SyncedAt,UploadedAt,DataType,CollectionType,Val1,Val2
26,"Health C-20C","2018-09-30 23:52:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,90,0
26,"Health C-20C","2018-09-30 23:47:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,91,0
26,"Health C-20C","2018-09-30 23:42:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,91,0
26,"Health C-20C","2018-09-30 23:37:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,90,0
26,"Health C-20C","2018-09-30 23:32:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,92,0
26,"Health C-20C","2018-09-30 23:27:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 23:22:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,86,0
26,"Health C-20C","2018-09-30 23:17:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 23:12:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,89,0
26,"Health C-20C","2018-09-30 23:07:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 23:02:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 22:57:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,99,0
26,"Health C-20C","2018-09-30 22:52:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,92,0
26,"Health C-20C","2018-09-30 22:47:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 22:42:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,86,0
26,"Health C-20C","2018-09-30 22:37:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 22:32:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 22:27:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-09-30 22:22:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-09-30 22:17:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,99,0
26,"Health C-20C","2018-09-30 22:12:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,94,0
26,"Health C-20C","2018-09-30 22:07:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 22:02:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 21:57:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 21:52:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,75,0
26,"Health C-20C","2018-09-30 21:47:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,105,0
26,"Health C-20C","2018-09-30 21:42:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-09-30 21:37:00","2018-10-01 08:34:00","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 21:32:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,89,0
26,"Health C-20C","2018-09-30 21:27:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 21:22:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,107,0
26,"Health C-20C","2018-09-30 21:17:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 21:12:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 21:07:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,97,0
26,"Health C-20C","2018-09-30 21:02:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 20:57:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,99,0
26,"Health C-20C","2018-09-30 20:52:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,105,0
26,"Health C-20C","2018-09-30 20:47:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 20:42:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-09-30 20:37:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 20:32:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,99,0
26,"Health C-20C","2018-09-30 20:27:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,105,0
26,"Health C-20C","2018-09-30 20:22:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,94,0
26,"Health C-20C","2018-09-30 20:17:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,95,0
26,"Health C-20C","2018-09-30 20:12:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 20:07:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 20:02:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 19:57:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,98,0
26,"Health C-20C","2018-09-30 19:52:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,106,0
26,"Health C-20C","2018-09-30 19:47:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,109,0
26,"Health C-20C","2018-09-30 19:42:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,99,0
26,"Health C-20C","2018-09-30 19:37:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,100,0
26,"Health C-20C","2018-09-30 19:32:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,80,0
26,"Health C-20C","2018-09-30 19:27:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,105,0
26,"Health C-20C","2018-09-30 19:22:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 19:17:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,70,0
26,"Health C-20C","2018-09-30 19:12:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,92,0
26,"Health C-20C","2018-09-30 19:07:00","2018-10-01 08:33:59","2018-10-01 08:34:06","HEART RATE",Scheduled,98,0
26,"Health C-20C","2018-09-30 18:37:00","2018-09-30 18:52:41","2018-09-30 18:52:47","HEART RATE",Scheduled,90,0
26,"Health C-20C","2018-09-30 18:35:00","2018-09-30 18:37:18","2018-09-30 18:37:22","HEART RATE",Scheduled,106,0
26,"Health C-20C","2018-09-30 18:30:00","2018-09-30 18:37:18","2018-09-30 18:37:22","HEART RATE",Scheduled,84,0
26,"Health C-20C","2018-09-30 18:25:00","2018-09-30 18:37:18","2018-09-30 18:37:22","HEART RATE",Scheduled,106,0
26,"Health C-20C","2018-09-30 18:20:00","2018-09-30 18:37:18","2018-09-30 18:37:22","HEART RATE",Scheduled,104,0
26,"Health C-20C","2018-09-30 18:15:00","2018-09-30 18:20:45","2018-09-30 18:20:49","HEART RATE",Scheduled,96,0
26,"Health C-20C","2018-09-30 18:10:00","2018-09-30 18:20:45","2018-09-30 18:20:49","HEART RATE",Scheduled,134,0
26,"Health C-20C","2018-09-30 18:05:00","2018-09-30 18:20:45","2018-09-30 18:20:49","HEART RATE",Scheduled,134,0
26,"Health C-20C","2018-09-30 18:00:00","2018-09-30 18:05:30","2018-09-30 18:05:34","HEART RATE",Scheduled,115,0
26,"Health C-20C","2018-09-30 17:55:00","2018-09-30 18:05:30","2018-09-30 18:05:34","HEART RATE",Scheduled,130,0
26,"Health C-20C","2018-09-30 17:50:00","2018-09-30 18:05:30","2018-09-30 18:05:34","HEART RATE",Scheduled,92,0
26,"Health C-20C","2018-09-30 17:44:00","2018-09-30 17:50:12","2018-09-30 17:50:17","HEART RATE",Scheduled,89,0
26,"Health C-20C","2018-09-30 17:39:00","2018-09-30 17:50:12","2018-09-30 17:50:17","HEART RATE",Scheduled,96,0
26,"Health C-20C","2018-09-30 17:34:00","2018-09-30 17:50:12","2018-09-30 17:50:17","HEART RATE",Scheduled,96,0
26,"Health C-20C","2018-09-30 17:29:00","2018-09-30 17:34:55","2018-09-30 17:35:00","HEART RATE",Scheduled,97,0
26,"Health C-20C","2018-09-30 17:24:00","2018-09-30 17:34:55","2018-09-30 17:35:00","HEART RATE",Scheduled,93,0
26,"Health C-20C","2018-09-30 17:19:00","2018-09-30 17:34:55","2018-09-30 17:35:00","HEART RATE",Scheduled,91,0
26,"Health C-20C","2018-09-30 17:14:00","2018-09-30 17:19:40","2018-09-30 17:19:44","HEART RATE",Scheduled,87,0
26,"Health C-20C","2018-09-30 17:09:00","2018-09-30 17:19:40","2018-09-30 17:19:44","HEART RATE",Scheduled,75,0
26,"Health C-20C","2018-09-30 17:04:00","2018-09-30 17:19:40","2018-09-30 17:19:44","HEART RATE",Scheduled,110,0
